symbol,entry_date,white_bar_count,first_white_any_bar,first_white_profit_bar,fixed_20_ret,white_any_ret,white_profit_ret,max_ret_60
AAPL,2014-01-16,2,6.0,,-0.012636756980300154,-0.006766359698482217,,0.003481571359053248
AAPL,2014-10-20,4,5.0,5.0,0.14759737433044134,0.05362893573650086,0.05362893573650086,0.1980355595760359
AAPL,2014-12-19,5,8.0,36.0,-0.019949958694389872,-0.021917974754695216,0.13579426377825032,0.1945332065441523
AAPL,2015-08-27,1,17.0,17.0,0.01585191445126213,0.004250838559180578,0.004250838559180578,0.08545904756425293
AAPL,2016-05-17,4,1.0,1.0,0.039041391175415906,0.011444856757980014,0.011444856757980014,0.1701725852237752
AAPL,2018-05-02,7,17.0,17.0,0.06241472208261813,0.07213662307493882,0.07213662307493882,0.10761315633016544
AAPL,2018-11-01,5,2.0,,-0.1935779419230559,-0.09283587898911506,,-0.05521555208044626
AAPL,2018-11-29,5,1.0,,-0.12146991745632321,-0.0054023269539051,,0.02935141749018455
AAPL,2019-01-08,4,20.0,20.0,0.15582121098271007,0.15582121098271007,0.15582121098271007,0.30367684368022774
AAPL,2019-06-06,9,3.0,3.0,0.10263466666666667,0.05177617204301075,0.05177617204301075,0.15240206451612903
AAPL,2020-03-04,1,43.0,,-0.2042345274155096,-0.017110639729642402,,0.057323850263676146
AAPL,2022-01-27,5,6.0,6.0,0.0366791006917063,0.08409518179570984,0.08409518179570984,0.12541148043638972
AAPL,2022-10-18,5,13.0,23.0,0.04548807870576676,-0.0357593994871853,0.054198258460983355,0.08340903480755402
AAPL,2024-09-19,6,3.0,20.0,0.014331262445609753,-0.006553974780387185,0.014331262445609753,0.08534535050843428
AAPL,2025-04-11,9,17.0,22.0,0.06518497160702345,-0.009588768598207864,0.07296711129480667,0.07913210967140061
AAPL,2025-08-06,10,3.0,3.0,0.12568405196469543,0.06653139217888386,0.06653139217888386,0.2741289264625837
MSFT,2014-12-22,8,1.0,1.0,-0.017715398885578673,0.009795872654870797,0.009795872654870797,0.009795872654870807
MSFT,2015-06-18,6,10.0,,-0.002140886103703788,-0.04965749516136441,,0.018443974353692383
MSFT,2015-07-10,6,2.0,2.0,0.04774691622844236,0.02264059424256837,0.02264059424256837,0.06661531800379006
MSFT,2015-08-27,7,2.0,39.0,0.0009111415214371103,-0.00865619493121327,0.09407748998785745,0.25102514686511834
MSFT,2019-06-06,9,5.0,5.0,0.07228963122630427,0.03520591467942732,0.03520591467942732,0.10577366191789528
MSFT,2021-03-09,4,16.0,16.0,0.06895362066434679,0.008512308132453617,0.008512308132453617,0.12058347024756388
MSFT,2022-01-27,3,17.0,43.0,-0.006387449833980073,-0.03843740320248611,0.048922583707379834,0.05410275966087941
MSFT,2022-10-18,7,15.0,19.0,0.014549183377125078,-0.04037755581883715,0.012788229811386696,0.08153001021741546
MSFT,2024-09-11,4,8.0,8.0,-0.013190285553056794,0.024749483684819815,0.024749483684819815,0.04837824704920535
MSFT,2025-01-17,6,1.0,4.0,-0.04519500811851539,-0.0012353731701739649,0.03503257173653493,0.04235137313799875
MSFT,2025-04-10,7,16.0,16.0,0.1504654653468093,0.14375253303366192,0.14375253303366192,0.3227596531866672
MSFT,2026-01-26,4,7.0,,-0.17094522408459112,-0.11926933272767645,,0.02413456821776494
GOOGL,2014-09-18,6,39.0,,-0.10104309882392186,-0.06533051962394865,,0.013611930917724724
GOOGL,2014-12-19,4,23.0,23.0,0.000672963735545591,0.03207438797206198,0.03207438797206198,0.11804859302579107
GOOGL,2015-01-15,5,6.0,6.0,0.09354980133951311,0.06489949835985383,0.06489949835985383,0.15360811171232625
GOOGL,2015-08-27,3,11.0,27.0,-0.04163409462468025,-0.023189758382627098,0.005509531151463335,0.1632435120407918
GOOGL,2015-10-01,4,3.0,3.0,0.16020249120400526,0.04616824853184411,0.04616824853184411,0.2208567521750946
GOOGL,2022-01-27,0,,,0.042281318361025284,,,0.147242232088584
GOOGL,2022-07-29,6,2.0,8.0,-0.051409936620604106,-0.010230523556213816,0.029057718381426803,0.04951863323025152
GOOGL,2022-10-18,4,15.0,,-0.023121935319131395,-0.11779305954149874,,0.036816514381265986
GOOGL,2023-07-14,5,2.0,11.0,0.03300909159156581,-0.013235530071338254,0.058204414345765065,0.10365170014087077
GOOGL,2023-12-07,2,4.0,45.0,0.01394876994360741,-0.03184089764336707,0.05995775639943134,0.1210839026129844
GOOGL,2024-08-08,4,4.0,6.0,-0.06856761212541046,-0.010245127937722125,0.0057395592365249055,0.07814287032590883
GOOGL,2025-04-10,5,19.0,19.0,-0.00045808846257316065,0.009553529069630548,0.009553529069630548,0.17620284541868947
AMZN,2014-09-18,4,32.0,47.0,-0.06812309852013221,-0.059323061429537256,0.03273843618539663,0.04196918194110566
AMZN,2014-10-29,9,3.0,3.0,0.13412884875118666,0.03943967841475027,0.03943967841475027,0.1513667094261555
AMZN,2014-12-22,7,10.0,21.0,0.01233118900236219,-0.026489211601836888,0.01908400223899115,0.26518567871970333
AMZN,2015-01-22,5,1.0,1.0,0.23633673751306492,0.006670557333399715,0.006670557333399715,0.25518821638130507
AMZN,2015-08-27,5,6.0,12.0,0.011343199183972577,-0.03736713558611202,0.007716451517022268,0.2987826187807143
AMZN,2019-06-06,8,4.0,4.0,0.10747506343622465,0.057548010528317164,0.057548010528317164,0.15198131329814957
AMZN,2020-03-19,1,11.0,11.0,0.2626732364917173,0.013642156970512288,0.013642156970512288,0.40752176770359183
AMZN,2022-03-11,4,6.0,6.0,0.06140539246021901,0.10972031941805334,0.10972031941805334,0.16348103520841883
AMZN,2022-10-18,8,1.0,,-0.14970778684746416,-0.01108629175628058,,0.036438620157521084
AMZN,2022-11-14,7,2.0,56.0,-0.060919891665538926,-0.013909992353563301,0.037465758162673814,0.14641086517521784
AMZN,2023-01-11,6,1.0,1.0,0.03312652904818465,0.0018929468094222265,0.0018929468094222265,0.1874014934325745
AMZN,2023-03-16,6,1.0,10.0,0.024690135926615658,-0.01089568130057839,0.019592153803833504,0.2655937570138531
AMZN,2023-10-31,3,6.0,6.0,0.09940650199388089,0.0675483187356931,0.0675483187356931,0.21166127390541778
AMZN,2024-04-24,4,11.0,11.0,0.037034988847318956,0.07310721971706217,0.07310721971706217,0.13256698650877285
AMZN,2025-03-21,11,4.0,4.0,-0.14724019367564004,0.026247355997467574,0.026247355997467574,0.10906678132727432
AMZN,2025-04-10,11,6.0,11.0,0.06533493134386972,-0.07670231653710197,0.03575761882733487,0.23314203573227443
META,2014-10-20,6,5.0,5.0,-0.03521764172632885,0.04327493420905373,0.04327493420905373,0.05847969753751592
META,2015-05-15,5,4.0,4.0,0.003606076987903125,0.0007462662306929309,0.0007462662306929309,0.22345209276763334
META,2015-08-27,3,7.0,16.0,0.03387930294269324,-0.002228970289593894,0.06486131299041245,0.21486678879685983
META,2015-10-02,3,32.0,32.0,0.10752686106607774,0.14184836004100942,0.14184836004100942,0.1839902433940135
META,2017-09-28,7,3.0,3.0,0.011260423321992128,0.007289694753545228,0.007289694753545228,0.08475043725773101
META,2018-11-01,3,2.0,,-0.07341016890340275,-0.020230648587931558,,0.09845138438201917
META,2021-01-20,6,10.0,14.0,0.0071406567601203196,-0.003103073533045732,0.007365113868862084,0.1705172597972595
META,2021-03-02,4,14.0,14.0,0.11196901018070665,0.13335918193337237,0.13335918193337237,0.2722394348300583
META,2022-03-17,6,2.0,2.0,0.011258723029760467,0.017561746283354655,0.017561746283354655,0.12533689561250827
META,2022-05-02,1,8.0,,-0.08283983585548652,-0.09420718867193663,,0.058163165263759975
META,2022-08-02,5,30.0,,-0.018915141117864305,-0.05443561974450078,,0.1292214157003284
META,2022-09-30,5,4.0,4.0,-0.26886794591398905,0.024985355936875474,0.024985355936875474,0.03390349970439854
META,2024-07-22,9,3.0,9.0,0.08592541372967247,-0.06973745113931129,0.0015182630501412843,0.22385843735220567
META,2025-03-21,4,8.0,43.0,-0.18715295879469865,-0.020662361657149703,0.06762271325677252,0.17846590934178574
META,2026-01-23,5,13.0,13.0,-0.032652221725905796,0.015073779955676481,0.015073779955676481,0.12075715527911024
NVDA,2016-02-18,6,10.0,10.0,0.09652382856694747,0.09084363549277094,0.09084363549277094,0.3691512135630899
NVDA,2019-06-06,6,3.0,3.0,0.11441092371459317,0.04847701033774423,0.04847701033774423,0.2425930253147821
NVDA,2019-08-20,5,2.0,2.0,0.07320021251951211,0.021504738300193758,0.021504738300193758,0.2551874803278251
NVDA,2021-01-11,0,,,0.04711300162269535,,,0.12544500195999908
NVDA,2021-10-07,3,37.0,37.0,0.41404492374521384,0.5504623500212497,0.5504623500212497,0.5836772911307773
NVDA,2022-09-21,3,6.0,39.0,-0.09124504382061527,-0.07850092716496494,0.25676762734989383,0.3631419755962375
NVDA,2022-10-18,3,20.0,20.0,0.39266294947882896,0.39266294947882896,0.39266294947882896,0.5105396439080345
NVDA,2025-04-10,8,3.0,3.0,0.08441019791796209,0.043041713757138236,0.043041713757138236,0.5142820070781315
TSLA,2014-10-06,6,24.0,,-0.06918116581364006,-0.07835165466084275,,-0.004028836811141634
TSLA,2015-07-30,6,5.0,,-0.08920871302112411,-0.07743915111507942,,0.012519268125442684
TSLA,2015-08-17,5,23.0,23.0,-0.005568779112051708,0.02207932503237571,0.02207932503237571,0.03611908426615695
TSLA,2017-10-06,4,3.0,,-0.14231673275153,-0.006388720091455251,,0.007761751374474324
TSLA,2017-11-01,2,34.0,34.0,-0.03809015394795429,0.024604459642404198,0.024604459642404198,0.09876045205019635
TSLA,2018-05-08,3,12.0,27.0,0.05805213567220257,-0.0798754781794051,0.18611127112535406,0.22803596075878074
TSLA,2018-08-02,6,1.0,7.0,-0.13271736026321346,-0.00391952106638213,0.019654409985046625,0.08591286346281324
TSLA,2018-09-12,6,3.0,3.0,-0.11585321240766594,0.014800038089202194,0.014800038089202194,0.2496042139971122
TSLA,2018-12-31,5,5.0,5.0,-0.0722054971014519,0.007662263115593839,0.007662263115593839,0.04359973772809855
TSLA,2019-03-28,7,4.0,4.0,-0.15605487512161811,0.04734047168576189,0.04734047168576189,0.04734047168576194
TSLA,2019-06-06,9,2.0,2.0,0.13182814857704564,0.03364900672003539,0.03364900672003539,0.28613745079859987
TSLA,2021-03-10,2,47.0,,0.023560789702996295,-0.13655954199786172,,0.14109517525464077
TSLA,2021-12-27,2,31.0,,-0.16046584653012008,-0.14803374279903272,,0.09675118937206939
TSLA,2022-03-01,4,18.0,18.0,0.2721057913565242,0.16922157876758578,0.16922157876758578,0.32518492038903846
TSLA,2022-11-14,6,8.0,,-0.15710919339858187,-0.04236709330811591,,0.08572930420320302
TSLA,2023-11-03,2,14.0,14.0,0.07101288707226953,0.07042184834320814,0.07042184834320814,0.18857971659137984
TSLA,2024-02-08,6,7.0,7.0,-0.07501583352947483,0.022156557302887448,0.022156557302887448,0.06900190968303632
TSLA,2024-03-19,6,31.0,31.0,-0.09263372459436668,0.05072371475079153,0.05072371475079153,0.13267566399599273
TSLA,2024-04-25,7,5.0,5.0,0.02091910312962099,0.05776238250158075,0.05776238250158075,0.5469504118922801
TSLA,2024-10-28,4,15.0,15.0,0.2898174688279186,0.29038885235961054,0.29038885235961054,0.8279683345408146
TSLA,2025-02-14,11,1.0,2.0,-0.3311319779780132,-0.0048617665358937886,0.013264392056201606,0.013264392056201668
TSLA,2025-04-10,8,6.0,15.0,0.1816957883443887,-0.09865291005789997,0.1379160000014509,0.43775762053808887
JPM,2014-01-16,10,7.0,34.0,-0.01423990607748231,-0.055093941794973435,0.006950312933094462,0.035260305658833424
JPM,2014-07-15,9,7.0,7.0,-0.03295014366029741,0.015445228683044073,0.015445228683044073,0.05766225874332087
JPM,2014-10-20,9,7.0,7.0,0.0662196536321892,0.04697189089461567,0.04697189089461567,0.11513364248698399
JPM,2014-12-19,8,1.0,1.0,-0.09172392500083298,0.00016123920111752328,0.00016123920111752328,0.019699562644945656
JPM,2015-08-27,3,11.0,,-0.04668159445706825,-0.032568713805115224,,0.06938505104638826
JPM,2015-12-16,4,6.0,,-0.1496721436220382,-0.013771672150498942,,-0.006811797238384987
JPM,2016-02-17,4,12.0,12.0,0.0025522990954972803,0.021780073979560277,0.021780073979560277,0.10116762457868722
JPM,2016-04-12,5,11.0,11.0,0.04655866655124593,0.0814777504273912,0.0814777504273912,0.11015521430684294
JPM,2017-06-05,3,12.0,12.0,0.12646691499468077,0.05230137946083001,0.05230137946083001,0.14189108072347056
JPM,2017-09-12,8,9.0,9.0,0.07490151768914932,0.0355377717209372,0.0355377717209372,0.18357546253820645
JPM,2018-06-29,9,9.0,9.0,0.12633727803106334,0.026276167699136804,0.026276167699136804,0.14467065082958874
JPM,2019-06-05,1,42.0,42.0,0.03167826603704521,0.0019586373788743473,0.0019586373788743473,0.06834754695707024
JPM,2020-07-14,9,2.0,2.0,0.0571224302648868,0.018328062613376963,0.018328062613376963,0.057122430264886725
JPM,2021-11-24,11,5.0,31.0,-0.05809780393482389,-0.03443941985827189,0.008163361102077833,0.01491165488878754
JPM,2022-05-25,4,24.0,,-0.07796283080574921,-0.11497948889571251,,0.03921725262934128
JPM,2022-07-19,3,7.0,7.0,0.07917246138923303,0.002182265917374555,0.002182265917374555,0.07917246138923306
JPM,2022-10-17,2,7.0,7.0,0.1557913836108394,0.07120654603728523,0.07120654603728523,0.2140631877892405
JPM,2023-10-10,3,1.0,1.0,-0.011260022072142663,0.0034328054325915456,0.0034328054325915456,0.19006030302249455
JPM,2023-11-01,1,21.0,21.0,0.1233622882205787,0.12883228324237542,0.12883228324237542,0.27649977358102085
JPM,2025-11-26,1,11.0,11.0,0.06588869838026046,0.035366031130816995,0.035366031130816995,0.09257347199120858
JNJ,2014-12-19,3,16.0,,-0.034580650153332095,-0.014685179687524674,,0.011274290740383996
JNJ,2015-08-27,3,30.0,38.0,-0.05425070809827154,-0.00883390990998625,0.01465366209147973,0.07291060696256024
JNJ,2016-10-04,9,4.0,4.0,-0.029288086819835635,0.008247670930970574,0.008247670930970574,0.012539684974924192
JNJ,2016-12-12,6,18.0,18.0,-0.005461161477458731,0.007974802013812357,0.007974802013812357,0.10129286466743914
JNJ,2017-04-21,5,17.0,17.0,0.04303548770202475,0.049359360206332845,0.049359360206332845,0.1279132159984382
JNJ,2018-03-28,9,7.0,7.0,0.004393998788620389,0.015927974577327433,0.015927974577327433,0.033817244671391355
JNJ,2018-07-06,2,7.0,7.0,0.04930411932026533,0.02671978715698188,0.02671978715698188,0.1437948053696676
JNJ,2018-10-17,7,2.0,27.0,0.03434702761753601,-0.0029397015210164304,0.02015081138416612,0.0668396534344502
JNJ,2019-04-16,3,39.0,39.0,-0.008042102880638525,0.033541433808645944,0.033541433808645944,0.05221651266451932
JNJ,2020-11-04,6,16.0,16.0,0.07629403449864634,0.04017668558707822,0.04017668558707822,0.23145345735212364
JNJ,2021-04-16,8,7.0,7.0,0.04918658118895351,0.005794136071762462,0.005794136071762462,0.057779118842498534
JNJ,2021-10-15,7,1.0,4.0,0.02300072763136243,-0.007315703223263799,0.013019015813202037,0.08548909774464408
JNJ,2021-12-03,8,2.0,2.0,0.07629552808860371,0.024972060292633266,0.024972060292633266,0.0914167314481209
JNJ,2022-01-27,5,6.0,6.0,-0.020659940497300865,0.006096762048649543,0.006096762048649543,0.09739179296263512
JNJ,2022-03-01,2,14.0,14.0,0.08378045675082085,0.07213426272727852,0.07213426272727852,0.13420734733080675
JNJ,2022-05-24,5,5.0,,-0.009591921193603734,-0.020341473483320698,,0.004906204472775677
JNJ,2022-09-06,4,7.0,7.0,0.014952762665522938,0.011643366287026002,0.011643366287026002,0.09786066165332175
JNJ,2023-03-14,6,20.0,20.0,0.06496870549846435,0.06496870549846435,0.06496870549846435,0.07919727291933754
JNJ,2023-07-24,9,2.0,2.0,-0.021802660570803763,0.009586251629933807,0.009586251629933807,0.01987389144899776
JNJ,2024-02-20,4,9.0,9.0,-0.010452285689588043,0.012542886384547683,0.012542886384547683,0.030913573431119
JNJ,2024-06-03,6,21.0,26.0,-0.01157430830267208,-0.013875627675783727,0.013266550800043778,0.11793810739903421
JNJ,2025-05-19,4,13.0,13.0,0.007845460907328957,0.02537260256727252,0.02537260256727252,0.15560268699245028
PG,2014-10-21,6,1.0,1.0,0.04744829529617986,0.0031441158170824567,0.0031441158170824567,0.11306952235249867
PG,2015-06-11,3,3.0,26.0,0.019392872290056068,-0.0039035243216453907,0.035008471007468574,0.036393638868414735
PG,2015-08-27,7,2.0,20.0,0.016648323823828144,-0.0113314889784691,0.016648323823828144,0.09382313759002381
PG,2016-11-15,6,8.0,22.0,0.008969135863657239,-0.006577279762553793,0.01267651872064905,0.06879621985487194
PG,2017-01-13,5,2.0,2.0,0.05951514841141887,0.018963087485602614,0.018963087485602614,0.0998273605664659
PG,2017-07-05,7,24.0,24.0,0.046586336480270045,0.052794286974474684,0.052794286974474684,0.08521253736040757
PG,2017-10-02,7,2.0,2.0,-0.0528877404857216,0.007083212356030006,0.007083212356030006,0.01528830974783646
PG,2017-11-10,8,1.0,1.0,0.023479811954856575,0.009527830431599747,0.009527830431599747,0.05025502659342096
PG,2018-03-28,4,7.0,,-0.06870586988328527,-0.008624743789752674,,0.005581446328112305
PG,2018-10-17,3,20.0,20.0,0.15216316886375444,0.15216316886375444,0.15216316886375444,0.19098392315627954
PG,2020-02-18,3,12.0,,-0.05309520887180491,-0.02594725969481432,,0.014655253544295421
PG,2020-03-04,4,1.0,,-0.12184738321043473,-0.02305252385563751,,0.0015259769601094764
PG,2021-02-18,3,33.0,33.0,-0.006407818077992542,0.055662967040794355,0.055662967040794355,0.07228408462502012
PG,2021-03-09,3,20.0,20.0,0.08369022971827687,0.08369022971827687,0.08369022971827687,0.10410252132445685
PG,2022-06-21,2,15.0,15.0,0.03798481652583078,0.06841687537928116,0.06841687537928116,0.10657263028294395
PG,2023-06-05,6,9.0,9.0,0.04316840442495189,0.024667514364661053,0.024667514364661053,0.08318320052593298
PG,2024-06-03,5,2.0,2.0,-0.00455506845006854,0.00850301582704863,0.00850301582704863,0.04401881723712053
PG,2024-08-02,8,3.0,14.0,0.008584223446582537,-0.00035263983151485407,0.0004113818077133572,0.04533160597461361
PG,2024-10-11,2,7.0,43.0,-0.013992239323557384,-0.002292549154516804,0.004468588189798068,0.056499839810265184
PG,2024-11-11,3,22.0,22.0,0.03764379093100141,0.02903097977881705,0.02903097977881705,0.08233455787339694
PG,2025-06-24,8,7.0,7.0,-0.006220946686144283,0.00293094200991103,0.00293094200991103,0.006650294792602596
PG,2025-10-16,5,3.0,3.0,-0.004046289763329828,0.01350257055343239,0.01350257055343239,0.026446216393387845
PG,2025-12-11,5,12.0,12.0,0.01918174124558344,0.023373196115782095,0.023373196115782095,0.19627109449263558
CL,2014-12-19,3,20.0,48.0,-0.018166846952784064,-0.018166846952784064,0.015302723699870707,0.026507268051682686
CL,2015-03-23,7,4.0,,-0.011041898676506857,-0.0202362132709487,,-0.0012825489807990476
CL,2015-04-23,7,3.0,,-0.005778670847901861,-0.00650085305989745,,-0.0007224676595102286
CL,2015-08-27,4,9.0,20.0,0.0007927377066678958,-0.018386111534349204,0.0007927377066678958,0.1035749730012161
CL,2017-02-01,8,15.0,15.0,0.1393696651519481,0.15018520483483022,0.15018520483483022,0.15298708930264682
CL,2017-07-18,7,1.0,6.0,-0.00992870094141289,-0.0004135231394179273,0.00661870212808957,0.030474012558044716
CL,2018-01-31,2,40.0,,-0.07246781465437854,-0.03448276509690317,,-0.012257619991618673
CL,2018-03-29,4,19.0,,-0.06570529103057487,-0.06556523828645208,,0.010602770800896222
CL,2019-09-19,5,14.0,,-0.040450993642524885,-0.004510214000172601,,0.03608183817180066
CL,2020-03-04,2,23.0,,-0.13029059384679312,-0.06461466702908143,,-0.019952305777962143
CL,2020-11-03,7,3.0,14.0,0.03164456517943636,-0.0009627690949552321,0.01720574696517074,0.037901466557966224
CL,2021-03-08,3,26.0,26.0,0.04460448063405254,0.03858756396138621,0.03858756396138621,0.1127049553212629
CL,2021-12-03,2,37.0,37.0,0.101862534934356,0.08309543982516031,0.08309543982516031,0.11163214882486572
CL,2022-03-23,5,6.0,6.0,0.12157421365223171,0.029879453813425078,0.029879453813425078,0.12157421365223176
CL,2022-06-22,5,3.0,3.0,-0.016499541960898974,0.025285461805511757,0.025285461805511757,0.07531592407407595
CL,2023-02-01,6,1.0,52.0,-0.016268944714604328,-0.016802120304460738,0.007334324285944784,0.07094257882447708
CL,2023-03-14,4,10.0,10.0,0.05274096551528997,0.03128470254488847,0.03128470254488847,0.1420806974183959
CL,2023-07-14,2,12.0,12.0,0.012376802765176527,0.008953652908032766,0.008953652908032766,0.02633146868985725
CL,2023-08-02,3,29.0,,-0.047588365040122635,-0.060742689840585284,,-0.008253543759147663
