symbol,entry_date,white_bar_count,first_white_any_bar,first_white_profit_bar,fixed_20_ret,white_any_ret,white_profit_ret,max_ret_60
CL,2023-09-11,7,2.0,42.0,-0.06274495691267541,-0.015145247143937075,0.02416110322215909,0.07506955062247522
CL,2024-11-11,5,9.0,9.0,0.020987543766881264,0.03218802879291537,0.03218802879291537,0.056002855239806415
CL,2025-01-15,4,40.0,40.0,0.004410420386847485,0.02810424132350967,0.02810424132350967,0.11601156820359271
CL,2025-06-30,5,28.0,,-0.038714607429997945,-0.06273013829595903,,0.02673274398424197
CL,2025-10-16,2,3.0,3.0,0.01585872462385471,0.013666956625221017,0.013666956625221017,0.0696235136304586
CL,2025-12-11,2,36.0,36.0,0.060582530872776465,0.22909864790687026,0.22909864790687026,0.29122434267557074
CL,2026-01-08,3,18.0,18.0,0.1745779693052957,0.17408027155138245,0.17408027155138245,0.2334250220387175
ABBV,2014-07-21,4,1.0,1.0,0.005741229652017006,0.0009260522690715188,0.0009260522690715188,0.10407432424398722
ABBV,2014-08-11,2,48.0,48.0,0.0682795995548162,0.008593634670104381,0.008593634670104381,0.19927572180348752
ABBV,2015-08-27,5,4.0,,-0.13594802367507994,-0.05472039833561025,,0.0032836394459634377
ABBV,2015-10-27,5,2.0,2.0,0.16260991736590164,0.02890869053392131,0.02890869053392131,0.21966541108555582
ABBV,2016-06-30,5,15.0,15.0,0.07917000406302518,0.039737726002868026,0.039737726002868026,0.09807093295785152
ABBV,2016-10-20,10,9.0,14.0,-0.000971238443526726,-0.080472812285864,0.014248861300334556,0.03966980457971636
ABBV,2018-06-18,3,12.0,,-0.021279571861572266,-0.04061730857617893,,0.013597857216235187
ABBV,2018-10-16,5,5.0,51.0,-0.04014820844298822,-0.09737811444655053,0.0030463671554359483,0.025676964127703483
ABBV,2018-11-06,5,13.0,13.0,0.0797272788929387,0.030838748652973254,0.030838748652973254,0.12682272500056513
ABBV,2018-12-26,9,3.0,3.0,-0.08436855897299009,0.03537751602018315,0.03537751602018315,0.03537751602018324
ABBV,2019-03-13,6,11.0,11.0,0.05093152181989504,0.013049261864385047,0.013049261864385047,0.06398078368428006
ABBV,2019-04-24,3,19.0,19.0,0.03711697917928837,0.028091855916021525,0.028091855916021525,0.03711697917928847
ABBV,2019-05-15,4,4.0,4.0,0.0021580899733405147,0.026656429306461324,0.026656429306461324,0.035668951650839276
ABBV,2019-06-06,3,3.0,3.0,-0.05293915683886085,0.014272361326518514,0.014272361326518514,0.02439350373218252
ABBV,2019-06-28,6,8.0,59.0,-0.06209568089304552,-0.020352294129583986,0.018180241683360722,0.030803038154573192
ABBV,2019-08-20,7,9.0,20.0,0.07318151398821952,-0.015208650875041946,0.07318151398821952,0.32395161000531103
ABBV,2020-02-05,8,4.0,4.0,0.04594294237589787,0.10816139537776133,0.10816139537776133,0.12882419392419742
ABBV,2020-11-03,6,18.0,18.0,0.193610813063571,0.1889496292812379,0.1889496292812379,0.2953298703274463
ABBV,2021-02-03,5,43.0,50.0,-0.012155364307324956,-0.016269541208048032,0.021243603551440973,0.05928837403179066
ABBV,2022-06-22,3,21.0,21.0,0.010653619135523113,0.015578678982326542,0.015578678982326542,0.050805984399252546
ABBV,2022-08-03,5,18.0,32.0,-0.047733701821395406,-0.03888103454724193,0.010339701377049927,0.09817199142319111
ABBV,2022-10-05,6,2.0,9.0,0.018562501269580436,-0.03188466249839644,0.019126210234224398,0.1698809952485818
ABBV,2023-03-14,5,7.0,7.0,0.055313821857323225,0.009425087915772054,0.009425087915772054,0.08168353799459305
ABBV,2023-05-02,4,4.0,,-0.09009345754594293,-0.027502721180449368,,0.005951577164026167
ABBV,2023-09-11,1,11.0,11.0,0.00047006877391428376,0.03267603759873671,0.03267603759873671,0.03764113197612118
ABBV,2024-04-17,4,6.0,6.0,-0.002800508944857978,0.018508549798429166,0.018508549798429166,0.05168957544817232
ABBV,2024-06-04,6,10.0,10.0,0.010484568916362924,0.056864425879419,0.056864425879419,0.22958388209008995
ABBV,2025-07-02,9,3.0,6.0,-0.0005106313243490194,-0.005137535928803026,0.008912259463488538,0.17710465265918995
KO,2014-02-06,6,3.0,3.0,0.013672858131080464,0.016039695038488143,0.016039695038488143,0.08743306889598634
KO,2014-12-19,6,24.0,24.0,0.033611442857029966,0.010488763108281998,0.010488763108281998,0.04362321730020535
KO,2015-06-11,6,16.0,24.0,0.007231869951516697,-0.016957791551858285,0.03441388686465021,0.05037420439532436
KO,2016-10-14,1,41.0,41.0,-0.015358856885945444,0.01063231035672818,0.01063231035672818,0.02903749400636957
KO,2017-12-04,8,1.0,1.0,-0.01708873983549167,0.0006487802590004136,0.0006487802590004136,0.049750870938993774
KO,2018-05-18,4,4.0,4.0,0.04167463379488437,0.0033186877152499928,0.0033186877152499928,0.11582399639953356
KO,2018-09-06,9,2.0,2.0,0.010268634598592624,0.006336134841378703,0.006336134841378703,0.11930613748399144
KO,2019-11-15,5,1.0,1.0,0.04094353530052738,0.006834844405946129,0.006834844405946129,0.14289567425620842
KO,2020-03-04,6,13.0,,-0.2788629868747827,-0.35693468517251353,,-0.03699936463077902
KO,2020-03-26,7,6.0,10.0,0.025739203259491635,-0.010386394974847056,0.10634426282534538,0.12553602241117523
KO,2020-05-20,9,6.0,6.0,0.033272914800093714,0.01721474385091899,0.01721474385091899,0.08629314495171791
KO,2020-07-01,7,15.0,15.0,0.06403393056923873,0.07719781345776972,0.07719781345776972,0.14822056286814922
KO,2021-09-01,8,7.0,50.0,-0.06745481531138117,-0.01093706626973973,0.008435601785147998,0.010212982608426735
KO,2022-09-08,6,1.0,1.0,-0.10767525192893819,0.003219747933770834,0.003219747933770834,0.05085120404184629
KO,2023-03-06,8,2.0,9.0,0.04172686330309277,-0.00530176108110826,0.0019944020523161785,0.07344605973971663
KO,2024-04-19,3,8.0,8.0,0.0475320300274999,0.029250609223922294,0.029250609223922294,0.09217203529501083
KO,2024-11-20,4,8.0,8.0,-0.0010532077040584392,0.01606238207865667,0.01606238207865667,0.12083589688090246
KO,2025-05-19,6,2.0,16.0,-0.02523289739243107,-0.001112262676913177,0.0019462141158586763,0.0058389697725618195
KO,2026-01-12,3,11.0,11.0,0.0895035146933709,0.03631196041785799,0.03631196041785799,0.15687936721572138
PEP,2014-10-21,4,8.0,8.0,0.044916554626845004,0.026031993996022573,0.026031993996022573,0.07105492464035423
PEP,2014-12-22,10,18.0,18.0,0.023597763381749064,0.009211364858050108,0.009211364858050108,0.039122199378224476
PEP,2015-03-23,6,23.0,40.0,0.009702211588850764,-0.007094512634305319,0.02190935457758429,0.0247260290239546
PEP,2015-08-27,8,9.0,16.0,0.006357072314870533,-0.019590396464976366,0.008941124230114984,0.10982429349504841
PEP,2015-12-17,4,5.0,5.0,-0.04421179149337724,0.0033930786139366284,0.0033930786139366284,0.01830200061207088
PEP,2017-11-10,13,3.0,3.0,0.04837576860322774,0.020842605163187134,0.020842605163187134,0.0874030738860192
PEP,2018-02-26,3,20.0,,-0.03011177345657828,-0.03011177345657828,,0.03154488239448394
PEP,2018-03-28,5,33.0,,-0.05422251482226425,-0.11339070145754276,,0.012731171267756691
PEP,2019-11-15,10,2.0,2.0,0.031462730240865225,0.005679912864135257,0.005679912864135257,0.10227898348075892
PEP,2020-03-04,3,10.0,,-0.164846011450622,-0.14504895808842821,,-0.02145891377604514
PEP,2020-06-01,6,7.0,7.0,-0.006711348238957106,0.016400792971692276,0.016400792971692276,0.04656019845140369
PEP,2021-12-03,6,6.0,6.0,0.05020966697408216,0.03096349327980687,0.03096349327980687,0.0663592582357968
PEP,2022-05-05,8,10.0,41.0,-0.02578427880946324,-0.05393518188756042,0.008787382345459172,0.045723123887051687
PEP,2022-10-12,7,4.0,4.0,0.054076423094721056,0.03347300571058385,0.03347300571058385,0.10431304221744764
PEP,2023-06-02,4,12.0,12.0,0.008366947292595298,0.007443197251832242,0.007443197251832242,0.04096482098232501
PEP,2024-10-10,5,4.0,4.0,-0.05196823612131743,0.00861319440315507,0.00861319440315507,0.017977764687554965
PEP,2025-02-21,8,2.0,2.0,-0.04406520780461022,0.01902276740994897,0.01902276740994897,0.02691517887129624
PEP,2025-05-19,4,1.0,1.0,-0.008205105232901053,7.604455596843194e-05,7.604455596843194e-05,0.1456770446111204
PEP,2025-07-01,5,23.0,23.0,0.05618815871339137,0.03179070234095858,0.03179070234095858,0.12494462667206552
PEP,2025-09-19,10,5.0,9.0,0.08429743637544995,-0.009311514240987835,0.003879843292932007,0.08429743637545006
MRK,2014-10-21,7,2.0,2.0,0.08634130017436638,0.02720840771273372,0.02720840771273372,0.15194035695895924
MRK,2015-08-27,4,10.0,,-0.08959048424203449,-0.043886148257355116,,0.019254691314339878
MRK,2016-02-02,6,12.0,28.0,0.03689730584328864,-0.00575270277564481,0.06217744294527239,0.1378185958277398
MRK,2017-04-26,5,17.0,17.0,0.035566261905166624,0.017224929664197346,0.017224929664197346,0.06294231782576909
MRK,2017-07-31,4,7.0,36.0,-0.008766698908471291,-0.021759487506990804,0.037348784036838466,0.043182891711893934
MRK,2020-03-04,5,3.0,,-0.10317374320839591,-0.04833088720930315,,0.02053476317520131
MRK,2020-11-04,8,2.0,20.0,0.010295458606548766,-0.003224648294755656,0.010295458606548766,0.06265498009999448
MRK,2021-05-04,3,10.0,10.0,-0.0015792374882051335,0.04461101139917966,0.04461101139917966,0.09331263397379663
MRK,2022-03-01,8,1.0,1.0,0.07801399381415525,0.004323008903467186,0.004323008903467186,0.2507446504102737
MRK,2022-06-22,5,3.0,3.0,0.01099148094330725,0.058882803544111614,0.058882803544111614,0.06505173927545838
MRK,2022-09-06,7,6.0,6.0,0.031041318642937122,0.014244016068498486,0.014244016068498486,0.28451473267080396
MRK,2023-02-01,3,17.0,17.0,0.000280410198712585,0.022247030363890093,0.022247030363890093,0.09684204742270208
MRK,2023-10-06,6,9.0,55.0,-0.004813283400737677,-0.03321128211450519,0.043601787761472506,0.11283274275096145
MRK,2023-10-24,5,18.0,43.0,-0.00795878676216474,-0.01242349546044566,0.05221150248960871,0.16757054091573753
MRK,2023-12-04,4,15.0,15.0,0.10033362384171042,0.03188025734811303,0.03188025734811303,0.24107495744481655
MRK,2024-06-04,3,7.0,7.0,-0.01637106878857051,0.0051277234567526425,0.0051277234567526425,0.03919987754841303
MRK,2025-09-19,6,9.0,9.0,0.04024048869951323,0.09814750094030054,0.09814750094030054,0.2962827815397724
UNH,2014-02-07,3,13.0,13.0,0.09136775943362332,0.06530224306171588,0.06530224306171588,0.15677066526265726
UNH,2014-04-23,4,9.0,12.0,0.03172685622440515,-0.000929303736193162,0.021505070044912648,0.14060626956935973
UNH,2014-10-20,5,9.0,9.0,0.0895640681427533,0.07307439946677037,0.07307439946677037,0.18697476413843583
UNH,2015-08-27,4,19.0,19.0,-0.0076132332797911925,0.0326381357472205,0.0326381357472205,0.05736908591036283
UNH,2015-10-27,6,15.0,,-0.0517715315764057,-0.04171880552408663,,0.008105643449182853
UNH,2016-01-20,5,13.0,32.0,0.02317271044654927,-0.04155390547227305,0.06071965267429378,0.13647677815185322
UNH,2016-10-20,3,28.0,28.0,0.03929115038087044,0.0956804315185227,0.0956804315185227,0.1345745106010301
UNH,2017-05-22,7,14.0,14.0,0.05338823743663938,0.026044577545300943,0.026044577545300943,0.12023411811127183
UNH,2017-10-18,4,3.0,3.0,0.022560073483076464,0.008673310049451547,0.008673310049451547,0.13865590054151045
UNH,2018-10-16,3,32.0,32.0,-0.012290101277410946,0.035547246586238125,0.035547246586238125,0.05383927780343312
UNH,2020-03-04,5,10.0,37.0,-0.17646352275739421,-0.24676883977284206,0.02015545099138443,0.057876010913068265
UNH,2020-11-04,3,12.0,44.0,-0.016583955454000595,-0.056012865586991464,0.028591421090896452,0.033233738619219855
UNH,2022-03-01,7,2.0,2.0,0.07557236561205018,0.021711203567189485,0.021711203567189485,0.14987038953609688
UNH,2022-05-24,5,8.0,31.0,0.008104485802594779,-0.01483232265449619,0.042675392190663936,0.10594796874883583
UNH,2022-06-23,3,11.0,11.0,0.04321625308317052,0.03429297942320512,0.03429297942320512,0.09705688678524593
UNH,2022-10-18,5,13.0,13.0,-0.036767050592175506,0.030562234435228874,0.030562234435228874,0.06307806457611664
UNH,2023-03-15,3,29.0,29.0,0.1306317845247022,0.0376426162552397,0.0376426162552397,0.13063178452470225
UNH,2024-04-17,3,2.0,2.0,0.08050283221495003,0.046222339006814925,0.046222339006814925,0.09528404779480448
UNH,2024-06-03,6,32.0,32.0,0.005857257217572746,0.1413002259934583,0.1413002259934583,0.19076115311971664
UNH,2024-10-18,3,9.0,21.0,0.039711375381939466,-0.008971065343165186,0.035182081415999975,0.09768087353763422
UNH,2024-12-20,3,23.0,23.0,0.05926462287850295,0.08467778876498284,0.08467778876498284,0.09607481223913883
UNH,2025-05-20,6,3.0,,-0.037935155843158555,-0.08088175673005553,,0.021379628573471976
UNH,2025-11-24,4,14.0,14.0,0.02486691504533467,0.07629967929184908,0.07629967929184908,0.12413515158525779
HD,2015-08-27,3,9.0,42.0,-0.002767266167137759,-0.021987360869469962,0.06326514161114379,0.1122983419482364
HD,2015-11-19,3,11.0,11.0,0.03158389234608187,0.0604041651754773,0.0604041651754773,0.06515459679088331
HD,2016-06-17,9,4.0,4.0,0.0723609849912929,0.009044905076618785,0.009044905076618785,0.09147391096374391
HD,2016-09-29,5,13.0,37.0,-0.04432082818560686,-0.01711871047811521,0.0022670868586276522,0.07744877738762335
HD,2018-03-28,6,3.0,25.0,0.06271423359713528,-0.005722378202166354,0.048237554005203014,0.15837181351655638
HD,2019-05-16,6,1.0,1.0,0.07710476791468435,0.0010398447772579443,0.0010398447772579443,0.1447865484919051
HD,2019-08-20,3,8.0,8.0,0.06978506238227221,0.04984112442161172,0.04984112442161172,0.10268961941098409
HD,2020-11-04,5,22.0,,-0.04639912143383302,-0.06595910283871699,,0.013845450990182417
HD,2021-03-10,6,1.0,1.0,0.1810018654765093,0.009803061246627911,0.009803061246627911,0.28124967821258795
HD,2022-05-17,4,12.0,12.0,-0.06464000283810625,0.02012518204071515,0.02012518204071515,0.05292798709559787
HD,2022-09-29,6,5.0,5.0,0.04573716930978347,0.043329681793501496,0.043329681793501496,0.20521404173565605
HD,2023-03-17,3,5.0,23.0,0.02430736402878125,-0.018620468372735365,0.03529968520152684,0.05368433151923857
HD,2023-11-01,7,4.0,4.0,0.1010537309540025,0.02839905928654292,0.02839905928654292,0.2728731834915823
HD,2024-11-11,5,13.0,13.0,0.040474404041184006,0.05657691719086296,0.05657691719086296,0.06209200643098889
HD,2025-01-14,5,11.0,11.0,0.036559866276985924,0.05529806737023938,0.05529806737023938,0.08169964060857726
HD,2025-06-24,10,6.0,6.0,0.04419834590955131,0.03171303446050527,0.03171303446050527,0.18146110747791755
HD,2025-10-15,6,6.0,,-0.04421834849089312,-0.008421264698692237,,0.009271155088074634
WMT,2015-08-27,5,3.0,,-0.034806169893581616,-0.0342009593086427,,0.012862903268137105
WMT,2015-11-18,7,8.0,26.0,-0.02389590333660055,-0.03183980000047818,0.005397336580737294,0.11710840476403805
WMT,2016-05-23,8,28.0,28.0,0.028201496083821897,0.04762602430472915,0.04762602430472915,0.07131281511441068
WMT,2017-02-01,6,1.0,1.0,0.06839815120161902,0.007096670061318742,0.007096670061318742,0.14743610902415205
WMT,2017-06-21,6,6.0,27.0,-0.002885308386357043,-0.004065787590700916,0.04918703703783768,0.07716876952855634
WMT,2017-07-13,7,12.0,12.0,0.08151078438391168,0.06582301830988947,0.06582301830988947,0.09424843106088798
WMT,2019-04-01,9,6.0,6.0,0.051318997775293654,0.008894164951910224,0.008894164951910224,0.14323225170445397
WMT,2019-08-15,6,18.0,18.0,0.042062357844829736,0.02955014451329985,0.02955014451329985,0.06699790971834152
WMT,2020-03-04,2,8.0,47.0,-0.01819757810190678,-0.08572395867508406,0.06845644124993829,0.13826784507837275
WMT,2020-03-19,2,36.0,36.0,0.1060696091235669,0.039883102452911844,0.039883102452911844,0.1078275655091494
WMT,2021-03-09,3,16.0,16.0,0.0891743588591088,0.058244241283123596,0.058244241283123596,0.11394399304303038
WMT,2022-10-12,8,4.0,4.0,0.06327673320301079,0.022642479443979815,0.022642479443979815,0.1703134950095011
WMT,2023-06-05,6,14.0,14.0,0.055474065088924746,0.03504687052054643,0.03504687052054643,0.07992706115230375
WMT,2023-10-11,5,3.0,3.0,0.03836189841428202,0.018833392442385025,0.018833392442385025,0.07299494714223842
WMT,2023-12-14,3,10.0,10.0,0.06348175979337382,0.03601236917536701,0.03601236917536701,0.2106856641694821
WMT,2025-04-10,7,11.0,11.0,0.07001271494267403,0.05087726988230353,0.05087726988230353,0.10607794307429774
XOM,2014-03-25,3,27.0,27.0,0.058897848554500656,0.07480738043349418,0.07480738043349418,0.09175770362379732
XOM,2014-12-03,9,4.0,,-0.022327138549427337,-0.03759848411234376,,-0.0037911452604882934
XOM,2014-12-19,8,11.0,,-0.01890256820077395,-0.031183449964364233,,0.010144970499184058
XOM,2015-02-03,5,1.0,,-0.04784576208152147,-0.008563628325586813,,0.01975986345166203
XOM,2015-07-30,2,32.0,,-0.08986449029761333,-0.11406222913843624,,0.00899201087259982
XOM,2015-08-27,2,12.0,,-0.02164354442472224,-0.02658696269167164,,0.16032045726358324
XOM,2016-01-14,4,12.0,22.0,0.03343585889590393,-0.057254963429106256,0.045807069525388426,0.07807396552198753
XOM,2016-09-30,5,7.0,7.0,-0.028643438264975455,0.005270488843504105,0.005270488843504105,0.07011645648337095
XOM,2017-03-01,6,15.0,58.0,-0.012045484030910786,-0.015177329088932833,0.004093236212221763,0.008190657456942363
XOM,2017-06-07,2,3.0,3.0,-0.009763836745424945,0.02496623823306969,0.02496623823306969,0.03188749634312904
XOM,2017-09-06,2,2.0,2.0,0.03820809069780573,0.0005081123473783162,0.0005081123473783162,0.06703316300255446
XOM,2018-03-12,5,14.0,21.0,0.024322497829701285,-0.026847307201457993,0.0291069529472245,0.10465177860323305
XOM,2018-11-01,2,15.0,,-0.004513336221811704,-0.05472612404993783,,0.029254831166486417
XOM,2018-11-28,2,8.0,58.0,-0.13103897769155948,-0.022562044096390507,0.011746413766106741,0.035309385528411674
XOM,2020-11-03,3,21.0,21.0,0.22429250626181269,0.23256885761579152,0.23256885761579152,0.5421674808595423
XOM,2021-08-24,6,3.0,3.0,-0.002709710008927028,0.007405860042639383,0.007405860042639383,0.19869942670765584
XOM,2023-03-21,8,8.0,8.0,0.08903213827829755,0.024476841902759366,0.024476841902759366,0.10556793565760692
XOM,2023-07-12,3,5.0,33.0,0.02882898956230005,-0.04573199991567021,0.03347578145871034,0.13799721145286714
XOM,2023-10-16,2,34.0,,-0.046475617519619705,-0.05987576455025975,,0.02792184100256523
XOM,2023-11-03,3,20.0,,-0.04094775798088958,-0.04094775798088958,,-0.017259436200487865
XOM,2023-12-15,3,18.0,34.0,-0.03885019691980427,-0.009415249817597334,0.013379677197263597,0.1150246183416499
XOM,2024-06-21,4,18.0,18.0,0.0407185671616318,0.07258936645914087,0.07258936645914087,0.08131556171731247
XOM,2025-03-10,6,6.0,6.0,-0.07924872868994377,0.01645794450641519,0.01645794450641519,0.06475851514627684
CVX,2014-10-20,4,3.0,3.0,0.04783804686815045,0.042156330349426625,0.042156330349426625,0.07588161828777551
CVX,2014-12-03,6,13.0,,-0.009937717480931207,-0.014774417343937911,,0.0021104137719001326
CVX,2014-12-19,6,1.0,,-0.04223836998156139,-0.007969425340265386,,0.009032029970832411
CVX,2015-08-27,3,7.0,30.0,0.0007728728932608072,-0.010304175901649093,0.15365803906439934,0.2640394329256024
CVX,2017-06-12,10,3.0,36.0,-0.04553874746188658,-0.015827559740323082,0.022399162133786493,0.045105439199509156
CVX,2017-11-01,6,4.0,4.0,0.036271830579897836,0.011562078951044273,0.011562078951044273,0.16350890413412378
CVX,2018-04-05,7,2.0,7.0,0.0743456137023032,-0.011168762334833224,0.029073210521988784,0.11338470349782237
CVX,2018-07-23,9,7.0,7.0,-0.02020173743287347,0.033462511349513245,0.033462511349513245,0.05526959858684144
CVX,2020-03-04,5,33.0,,-0.3041712769820232,-0.17142000069691302,,-0.01359990425020996
CVX,2020-08-05,4,19.0,,-0.03223279415180276,-0.033512185712542365,,0.04094041746968413
CVX,2020-09-18,4,4.0,,-0.06802179723738151,-0.08195857184852746,,0.2405960133420988
CVX,2021-07-22,2,18.0,18.0,-0.03297660718141694,0.019328189906965793,0.019328189906965793,0.12414291751015738
CVX,2023-03-21,6,9.0,9.0,0.0713704694349025,0.06678819511656162,0.06678819511656162,0.08241797318993793
CVX,2024-06-21,12,2.0,2.0,0.011012577393655017,0.02047921729065757,0.02047921729065757,0.04308367439730865
CVX,2025-03-10,3,35.0,,-0.11055416174853833,-0.1159485187326044,,0.06942929876799875
CVX,2025-12-11,6,8.0,23.0,0.07709650562631212,-0.001393390402024311,0.10244159210034537,0.28493995438103203
